wall_thickness,draft_angle,corner_radius,aspect_ratio,undercut_present,wall_uniformity,material,risk_score,failure
2.623,1.834,1.179,2.039,0,0.288,PP,17.73,0
1.947,0.001,0.693,10.849,0,0.786,Nylon,44.59,0
3.377,1.457,0.896,1.819,0,0.691,TPU,8.56,0
4.447,1.155,0.681,9.8,0,0.782,Nylon,22.68,0
3.347,2.221,1.334,2.864,0,0.689,PP,9.96,0
0.816,2.435,0.527,2.904,0,0.874,ABS,39.35,0
1.1,2.615,1.353,5.623,0,0.676,PP,47.75,1
0.803,0.867,0.57,10.035,0,0.824,Nylon,58.61,1
1.629,2.274,0.302,10.828,1,0.835,PC,70.34,1
3.166,0.037,0.841,2.219,1,0.324,TPU,64.79,1
0.529,1.053,0.179,6.77,1,0.8,PC,87.41,1
3.219,1.503,0.923,2.798,0,0.903,PP,18.0,0
2.955,1.49,1.255,6.324,0,0.6,TPU,12.46,0
2.471,2.215,0.818,4.258,1,0.472,ABS,35.62,0
0.952,1.277,1.586,2.844,1,0.664,PP,100.0,1
2.43,1.029,1.177,3.311,1,0.475,ABS,36.28,0
1.326,1.942,0.625,4.256,0,0.319,PP,49.87,1
2.294,0.821,0.543,2.14,1,0.838,PC,52.44,1
2.777,1.362,0.656,5.439,1,0.896,PP,55.33,1
3.259,1.164,0.759,1.0,0,0.35,PP,33.73,0
3.892,1.414,0.752,14.987,1,0.716,PC,67.25,1
3.937,0.307,0.972,3.046,1,0.833,ABS,45.23,1
1.123,2.401,0.758,6.38,0,0.822,PP,43.81,0
0.7,0.0,1.144,3.531,0,0.591,Nylon,73.55,1
2.071,1.318,1.453,2.702,0,0.413,Nylon,8.19,0
1.647,1.754,1.171,4.875,1,0.734,PP,27.0,0
0.955,1.489,0.9,4.162,1,0.813,TPU,70.09,1
1.207,1.113,1.266,4.09,0,0.692,ABS,44.23,0
1.627,2.723,1.531,3.564,0,0.645,PP,12.17,0
1.214,1.904,0.942,6.292,0,0.936,Nylon,0.0,0
1.633,1.01,0.638,4.266,1,0.886,PP,56.74,1
2.604,0.476,1.322,1.925,0,0.402,ABS,40.54,0
2.035,2.382,1.257,15.0,1,0.581,PP,59.2,1
0.927,1.611,0.696,3.199,1,0.549,TPU,76.95,1
1.4,0.216,0.328,2.191,1,0.527,ABS,100.0,1
2.372,1.639,0.961,3.087,1,0.988,Nylon,27.11,0
1.711,2.055,0.467,2.877,1,0.578,PC,47.78,1
4.791,2.474,0.301,10.864,0,0.49,ABS,75.59,1
1.476,1.755,0.806,10.726,0,0.861,PP,59.88,1
0.868,2.45,1.537,2.919,0,0.682,PC,51.26,1
0.839,0.652,0.561,4.179,1,0.769,Nylon,69.59,1
2.2,1.09,1.027,8.276,1,0.545,ABS,34.8,0
2.761,2.025,1.025,4.056,0,0.79,ABS,3.38,0
4.592,1.126,1.333,4.471,1,0.579,ABS,58.78,1
0.722,0.718,0.381,1.794,0,0.932,PC,84.53,1
2.315,1.324,1.72,5.118,0,0.578,Nylon,15.05,0
0.867,1.238,0.814,10.229,0,0.295,TPU,73.1,1
3.442,2.157,1.291,1.619,0,0.704,PP,0.0,0
3.327,0.852,1.736,2.231,0,0.68,PP,27.72,0
2.901,2.34,0.628,6.312,0,0.682,PP,8.8,0
3.373,1.166,0.834,4.917,0,0.834,TPU,3.79,0
2.727,1.757,0.962,7.244,0,0.479,ABS,12.19,0
2.644,0.246,1.446,4.656,1,0.701,TPU,50.36,1
2.324,0.864,1.114,9.101,1,0.667,PC,71.35,1
1.935,0.885,0.626,2.635,1,0.639,Nylon,42.34,0
3.48,2.592,0.99,11.582,1,0.732,PP,48.49,1
3.197,2.058,1.619,10.219,1,0.827,PP,52.51,1
0.547,0.722,1.453,14.993,1,0.847,TPU,90.82,1
0.599,1.032,0.465,5.451,0,0.914,PP,79.98,1
2.021,0.504,0.668,7.107,0,0.511,Nylon,6.11,0
2.89,1.006,1.682,4.113,0,0.397,ABS,12.27,0
4.529,0.743,0.49,2.584,0,0.507,Nylon,46.31,1
1.19,1.286,0.832,4.366,1,0.904,TPU,27.02,0
3.811,2.422,1.46,2.932,0,0.524,PP,5.47,0
4.907,2.296,1.055,3.681,1,0.65,PP,36.08,0
3.375,0.661,0.426,7.48,0,0.459,Nylon,26.41,0
0.647,1.809,0.258,6.218,0,0.395,Nylon,69.68,1
3.482,1.07,1.064,4.116,0,0.703,PC,2.97,0
1.112,2.038,0.62,7.03,1,0.604,PP,82.62,1
1.099,2.616,0.832,10.166,0,0.689,ABS,68.45,1
5.625,0.874,0.862,4.571,0,0.561,PP,58.48,1
2.802,0.642,1.441,3.319,0,0.611,ABS,36.32,0
1.674,0.765,0.433,4.432,0,0.343,PC,55.65,1
1.601,2.406,0.885,2.597,0,0.832,PP,7.31,0
2.817,2.267,0.557,2.328,1,0.744,PP,36.44,0
2.986,1.085,0.602,4.172,1,0.514,ABS,39.32,0
4.1,0.334,0.801,3.755,0,0.693,PC,59.56,1
3.629,1.506,0.68,3.401,0,0.868,PP,1.33,0
3.197,1.902,0.645,8.402,0,0.69,ABS,10.39,0
3.034,1.412,0.86,6.571,0,0.815,PP,19.77,0
2.129,1.647,0.732,3.344,0,0.52,PC,6.56,0
4.398,1.521,0.357,2.445,0,0.793,PC,37.85,0
2.817,2.073,1.459,5.667,0,0.937,ABS,0.0,0
2.61,1.659,1.677,5.27,1,0.483,ABS,41.58,0
0.984,1.917,1.354,5.793,0,0.692,PC,52.32,1
2.131,0.711,0.426,2.005,1,0.545,PC,86.59,1
0.909,2.254,0.574,5.149,1,0.633,PC,79.94,1
1.087,2.092,0.816,5.489,1,0.961,ABS,74.25,1
0.5,0.369,1.335,2.43,0,0.679,TPU,78.35,1
3.631,0.008,0.424,2.193,0,0.693,Nylon,69.41,1
2.542,1.654,0.719,9.698,0,0.398,PP,9.6,0
3.974,0.951,1.411,3.263,0,0.673,PC,55.87,1
1.924,0.303,0.948,3.681,1,0.86,Nylon,49.49,1
3.323,0.606,1.009,1.48,0,0.382,TPU,2.73,0
4.783,0.629,0.79,10.263,1,0.905,ABS,98.27,1
3.901,1.438,0.891,7.835,0,0.654,ABS,14.73,0
1.824,1.869,1.166,3.783,0,0.563,PC,4.33,0
0.851,1.261,0.781,1.529,1,0.822,PC,73.27,1
5.772,2.335,0.341,8.391,1,0.391,PP,77.14,1
4.305,0.699,1.192,5.052,0,0.719,PC,46.07,1
2.987,2.194,1.647,3.127,0,0.469,ABS,4.1,0
3.753,1.106,0.791,1.915,0,0.909,PC,20.89,0
2.648,0.23,1.049,1.958,1,0.77,TPU,54.7,1
1.06,0.057,0.97,6.13,0,0.68,Nylon,73.42,1
3.244,1.191,0.649,5.202,0,0.618,PP,28.28,0
0.57,1.881,1.289,3.546,0,0.472,PC,53.71,1
1.029,1.579,0.233,6.654,1,0.537,PC,48.84,1
1.267,1.048,0.487,3.057,1,0.742,PP,100.0,1
4.631,1.804,1.744,4.392,0,0.492,ABS,33.82,0
1.77,1.76,0.542,5.665,0,0.677,PP,13.81,0
0.877,1.013,0.869,11.803,0,0.501,TPU,70.34,1
4.825,2.019,0.458,5.557,1,0.918,PP,45.45,1
1.1,1.572,0.654,4.558,1,0.588,PP,80.7,1
2.892,1.53,1.279,2.076,1,0.482,PP,35.66,0
2.271,1.22,1.401,6.12,1,0.693,ABS,35.66,0
4.168,0.058,0.794,3.715,1,0.419,Nylon,85.8,1
3.119,1.564,1.146,2.327,0,0.639,PP,9.53,0
2.583,1.985,0.253,9.37,0,0.732,PP,16.78,0
1.159,1.396,0.306,3.506,0,0.775,TPU,17.18,0
2.142,1.036,0.565,8.458,0,0.738,Nylon,6.74,0
1.159,1.499,0.879,4.408,0,0.493,PP,59.13,1
0.804,1.7,0.637,2.046,1,0.971,PP,72.09,1
3.672,0.53,0.931,3.618,1,0.874,ABS,61.77,1
1.153,0.597,0.664,4.995,0,0.918,ABS,61.66,1
2.138,0.84,0.957,5.038,0,0.727,PC,34.63,0
1.339,1.067,0.869,2.151,1,0.754,PP,87.28,1
5.347,2.074,0.655,8.115,0,0.558,PP,26.55,0
0.974,2.031,1.023,10.534,0,0.786,PP,57.09,1
2.94,1.472,0.636,8.001,1,0.735,PP,56.35,1
4.171,0.655,1.188,5.9,0,0.782,ABS,50.41,1
3.051,1.546,0.979,2.081,0,0.386,PP,13.59,0
2.93,1.428,0.285,3.164,0,0.915,PP,41.52,0
3.026,1.995,0.977,3.439,1,0.727,ABS,30.94,0
1.019,1.293,0.834,7.925,0,0.333,PP,72.84,1
3.868,0.042,0.914,10.753,0,0.55,Nylon,73.26,1
2.881,1.354,1.021,2.702,1,0.878,PP,53.92,1
2.302,0.845,1.506,11.958,0,0.731,ABS,44.93,0
5.997,1.584,1.686,2.642,0,0.861,TPU,0.0,0
2.951,1.858,0.323,2.483,1,0.305,PP,57.46,1
1.193,1.726,1.581,7.662,0,0.853,ABS,38.87,0
3.211,0.057,0.945,5.288,0,0.703,TPU,37.27,0
1.571,1.561,0.965,14.877,0,0.743,PP,20.71,0
0.506,0.965,0.783,4.455,1,0.414,TPU,79.89,1
3.395,1.167,1.467,7.228,0,0.822,TPU,8.62,0
6.0,0.665,0.452,5.316,0,0.895,TPU,16.11,0
0.895,1.076,0.695,6.29,0,0.426,ABS,48.43,1
2.97,1.055,0.597,6.153,0,0.931,ABS,0.0,0
2.286,0.502,0.819,4.176,1,0.924,ABS,53.29,1
0.701,1.453,1.23,1.88,0,0.573,PC,57.55,1
4.447,1.954,0.84,7.1,1,0.797,Nylon,46.77,1
3.246,1.464,0.739,3.72,0,0.892,TPU,0.0,0
1.914,1.352,1.418,2.429,0,0.741,Nylon,0.0,0
0.713,0.618,0.562,5.157,0,0.541,ABS,71.41,1
6.0,1.628,0.721,2.666,0,0.913,TPU,0.0,0
3.456,1.102,0.77,3.952,1,0.298,PP,63.81,1
4.698,1.542,1.586,2.985,1,0.958,ABS,45.41,1
1.379,1.594,0.969,6.0,0,0.674,ABS,56.45,1
4.889,1.825,1.068,6.074,1,0.984,ABS,45.09,1
1.302,0.259,0.295,5.937,1,0.707,Nylon,61.7,1
2.39,1.033,0.733,5.324,1,0.934,PC,26.66,0
1.332,0.897,1.635,3.793,0,0.584,TPU,13.57,0
6.0,0.686,1.126,3.681,1,0.662,TPU,45.69,1
1.2,1.679,1.01,4.636,0,0.699,PC,0.0,0
2.94,1.36,0.18,4.601,1,0.749,PP,71.29,1
2.989,1.605,0.959,4.672,0,0.562,PP,7.4,0
2.392,0.998,1.062,2.92,1,0.958,ABS,48.93,1
3.379,0.453,0.243,4.737,0,0.727,TPU,43.88,0
0.998,1.514,0.508,3.366,1,0.838,PP,70.42,1
5.036,0.376,0.707,5.512,0,0.883,ABS,47.87,1
2.714,1.372,1.648,2.348,1,0.878,ABS,29.03,0
3.218,1.76,0.495,2.11,1,0.925,ABS,48.38,1
1.641,1.731,0.918,3.685,0,0.55,ABS,8.35,0
1.556,1.762,1.097,5.203,0,0.911,PC,1.99,0
5.905,0.77,0.973,2.637,0,0.849,PP,46.86,1
3.392,2.486,1.223,5.84,1,0.289,PP,45.39,1
0.518,0.599,1.152,2.429,0,0.597,PC,76.62,1
1.498,1.835,1.681,4.642,0,0.721,ABS,45.67,1
4.909,0.432,0.237,6.469,0,0.648,ABS,67.93,1
3.224,1.836,0.368,5.304,0,0.72,PP,11.08,0
0.508,2.849,0.351,7.114,0,0.81,PC,52.34,1
3.284,1.869,1.24,3.949,1,0.811,PC,35.01,0
2.246,1.77,0.9,3.923,1,0.754,ABS,38.5,0
1.525,0.851,0.707,2.68,1,0.798,PP,50.95,1
0.965,0.436,0.692,1.924,1,0.393,TPU,100.0,1
2.768,1.682,0.47,2.97,1,0.764,Nylon,46.99,1
2.368,0.623,0.581,7.144,0,0.902,Nylon,2.45,0
3.27,0.105,1.211,10.876,0,0.491,TPU,63.8,1
1.589,1.511,1.21,6.188,0,0.864,PP,0.0,0
1.393,1.797,0.455,9.588,0,0.614,PC,23.16,0
2.382,1.656,0.471,1.0,0,0.696,ABS,21.46,0
3.28,2.124,0.717,5.689,0,0.703,PP,0.0,0
5.995,1.278,1.247,5.104,0,0.965,TPU,0.0,0
1.319,1.97,0.645,3.705,0,0.654,ABS,49.69,1
1.371,1.405,1.318,3.994,1,0.395,PP,100.0,1
2.925,2.774,0.184,4.333,0,0.503,PP,25.44,0
3.157,1.138,0.606,3.464,0,0.518,PP,30.66,0
4.076,1.916,0.574,5.792,1,0.505,PC,53.74,1
5.019,1.269,0.667,2.101,0,0.471,PP,57.94,1
3.046,1.592,1.141,2.709,1,0.84,PP,24.66,0
0.5,0.576,0.271,4.89,1,0.564,PC,100.0,1
1.236,0.171,1.036,3.266,0,0.771,TPU,20.73,0
4.296,1.711,0.355,11.96,0,0.758,PC,59.19,1
1.351,0.651,1.1,6.393,0,0.554,ABS,77.64,1
2.483,0.457,1.037,5.136,1,0.631,PC,58.81,1
2.354,0.971,0.436,3.149,1,0.582,Nylon,57.88,1
1.658,0.446,0.64,6.153,1,0.834,ABS,58.14,1
2.799,1.512,0.393,7.108,1,0.69,ABS,54.56,1
0.97,1.118,0.887,8.522,1,0.699,ABS,73.6,1
0.759,1.279,1.05,4.692,1,0.752,TPU,74.07,1
3.387,0.574,1.159,7.678,1,0.7,Nylon,38.44,0
2.008,1.2,0.451,7.505,1,0.754,PC,48.2,1
3.079,1.656,0.369,2.501,1,0.592,PP,52.29,1
0.884,1.002,0.495,1.62,1,0.848,ABS,94.75,1
1.6,1.853,1.819,5.955,0,0.647,PP,8.51,0
1.757,2.101,0.938,7.275,1,0.66,PP,36.07,0
1.29,0.523,0.688,7.894,0,0.912,ABS,62.33,1
4.182,0.481,0.902,3.066,0,0.62,Nylon,54.72,1
3.302,0.93,0.334,2.151,1,0.353,PP,83.05,1
1.921,1.61,1.392,2.585,1,0.843,PC,20.68,0
3.151,2.113,1.276,2.013,0,0.625,PP,9.43,0
1.713,1.48,0.29,8.866,1,0.772,PP,73.49,1
2.127,0.0,0.867,9.559,1,0.656,Nylon,62.94,1
0.905,0.606,1.191,4.288,1,0.78,ABS,95.35,1
2.844,2.359,1.154,5.101,0,0.549,PP,12.35,0
5.855,2.023,0.779,3.404,1,0.908,PP,50.88,1
0.503,1.274,0.736,5.55,1,0.559,ABS,86.0,1
1.426,1.435,0.88,2.677,0,0.764,PC,0.0,0
3.294,2.048,1.183,3.643,0,0.824,PC,3.54,0
3.18,2.301,0.667,6.6,1,0.351,PP,52.86,1
0.979,1.03,0.689,6.418,0,0.438,PP,74.6,1
1.483,1.747,0.396,4.984,0,0.838,ABS,58.67,1
0.589,2.365,0.897,5.4,0,0.891,PP,46.42,1
1.15,2.489,1.137,6.777,0,0.766,PP,43.16,0
2.71,0.901,0.472,3.885,1,0.442,ABS,83.37,1
0.825,2.169,0.97,6.915,1,0.415,PP,81.75,1
5.604,2.013,1.167,3.095,1,0.62,PP,57.38,1
3.393,2.16,0.274,7.917,0,0.723,PP,2.94,0
1.593,0.84,0.97,2.32,1,0.691,ABS,59.99,1
2.525,1.421,0.847,4.497,0,0.486,ABS,11.54,0
4.237,1.086,1.2,7.306,0,0.631,Nylon,27.86,0
2.616,1.378,0.514,2.228,1,0.459,PP,65.5,1
0.853,1.135,0.447,6.935,1,0.854,PP,100.0,1
5.742,1.871,1.234,2.061,1,0.828,PP,54.65,1
0.5,0.552,1.071,5.723,1,0.475,Nylon,78.25,1
2.605,0.948,1.431,2.313,0,0.493,ABS,31.82,0
0.751,0.661,0.784,5.982,0,0.688,Nylon,54.22,1
1.556,1.898,0.394,6.086,0,0.887,ABS,10.82,0
1.653,1.951,1.635,3.925,0,0.651,PP,7.72,0
0.64,1.037,1.439,6.44,0,0.683,Nylon,54.94,1
0.769,0.204,0.828,9.118,0,0.379,ABS,76.83,1
3.119,2.025,0.759,5.462,0,0.628,ABS,10.46,0
0.5,0.01,0.841,5.369,0,0.463,TPU,73.79,1
1.045,1.234,0.311,11.034,1,0.485,Nylon,100.0,1
3.71,0.47,1.329,5.552,0,0.512,PC,55.9,1
1.085,1.688,1.18,3.163,0,0.693,PP,49.82,1
3.583,2.051,0.655,3.35,0,0.78,PP,0.0,0
0.552,1.538,0.807,2.0,1,0.624,ABS,78.75,1
1.099,1.573,1.236,4.239,0,0.791,PP,45.32,1
1.426,1.781,1.26,2.357,0,0.582,PP,50.79,1
5.379,1.489,1.083,8.652,0,0.787,PP,49.18,1
3.109,0.266,0.846,2.38,0,0.59,TPU,35.99,0
0.995,0.974,0.144,5.654,1,0.793,PC,100.0,1
0.549,0.68,0.723,5.712,0,0.542,TPU,47.8,1
1.613,2.12,0.19,7.554,1,0.685,PP,50.03,1
2.083,1.2,1.09,5.751,1,0.607,PC,36.47,0
3.408,1.728,0.718,13.54,1,0.682,TPU,59.73,1
1.26,1.115,1.044,6.93,0,0.674,PC,7.28,0
3.051,2.245,0.687,4.839,0,0.843,ABS,0.0,0
2.783,1.922,1.053,4.852,0,0.854,ABS,5.7,0
1.211,0.464,0.993,4.606,1,0.786,TPU,59.11,1
0.555,1.011,1.241,7.744,1,0.766,Nylon,72.39,1
2.519,0.518,1.657,9.45,0,0.819,ABS,26.87,0
3.219,1.87,0.287,1.755,0,0.791,PP,21.93,0
0.639,0.358,0.771,3.029,1,0.565,Nylon,100.0,1
4.668,2.333,0.481,11.222,0,0.688,ABS,64.4,1
4.966,1.607,0.246,4.137,1,0.874,PP,44.9,0
5.279,1.499,0.758,2.843,1,0.62,PP,82.61,1
0.967,0.548,0.939,3.327,1,0.699,TPU,75.85,1
0.92,2.476,0.55,15.0,0,0.857,PC,57.63,1
1.789,0.19,0.1,2.706,1,0.684,Nylon,72.26,1
3.922,1.555,0.445,1.404,0,0.76,Nylon,40.11,0
0.724,1.19,0.82,1.884,0,0.447,Nylon,58.02,1
4.816,0.96,1.014,4.882,1,0.669,PP,73.46,1
0.649,0.984,1.163,8.136,0,0.615,ABS,72.26,1
1.0,2.168,1.274,5.722,1,0.685,PC,76.36,1
1.374,2.528,0.361,8.244,0,0.939,PP,50.07,1
3.945,1.816,0.445,2.688,0,0.863,PC,35.27,0
1.701,0.214,0.766,14.898,1,0.662,PC,77.26,1
3.956,0.591,0.242,2.357,1,0.639,PC,100.0,1
3.64,1.477,0.924,6.404,0,0.435,PP,33.61,0
5.232,3.0,0.464,6.829,0,0.442,PP,48.36,1
0.883,1.889,0.294,3.76,0,0.761,TPU,51.01,1
2.316,0.53,0.88,3.562,1,0.948,Nylon,28.19,0
2.345,0.451,0.468,4.677,0,0.77,ABS,35.99,0
1.857,2.393,1.014,3.943,0,0.663,PC,13.11,0
0.512,1.296,0.807,5.993,1,0.887,TPU,67.11,1
0.856,0.279,1.066,3.961,0,0.536,ABS,75.01,1
2.265,1.782,0.727,3.267,1,0.502,Nylon,38.09,0
4.646,1.605,0.408,3.098,0,0.67,PP,33.06,0
1.321,2.124,0.523,4.764,1,0.344,PP,77.74,1
3.201,1.39,1.537,7.015,1,0.833,PP,53.31,1
0.514,1.479,1.234,7.504,0,0.724,TPU,47.74,1
2.808,0.955,1.265,3.726,1,0.938,ABS,53.94,1
4.887,0.698,0.359,5.863,1,0.631,PP,72.9,1
4.69,1.883,0.464,9.678,0,0.623,PP,25.33,0
0.5,1.517,1.594,14.998,1,0.795,PC,96.89,1
4.456,1.574,0.701,11.586,1,0.734,ABS,76.38,1
2.057,1.886,1.113,10.123,1,0.934,PC,46.39,1
1.115,0.886,0.99,3.009,0,0.473,PP,63.64,1
3.99,0.45,0.439,7.364,0,0.647,ABS,52.8,1
1.703,0.68,0.357,5.34,0,0.665,ABS,53.85,1
2.826,0.699,1.06,2.647,0,0.746,ABS,29.41,0
2.278,1.526,1.232,5.327,0,0.596,Nylon,7.95,0
1.22,1.086,1.497,6.745,0,0.68,TPU,6.62,0
0.857,1.132,1.506,6.757,1,0.453,TPU,77.71,1
5.777,1.602,0.501,2.989,0,0.705,PP,19.39,0
4.384,1.626,1.166,4.635,1,0.514,ABS,65.68,1
0.681,0.885,0.241,12.538,1,0.533,TPU,100.0,1
5.987,1.598,1.357,15.0,0,0.95,PP,40.98,0
2.349,0.169,1.483,2.625,1,0.943,Nylon,55.11,1
5.926,0.569,1.235,1.997,0,0.603,TPU,6.65,0
3.135,1.078,1.54,11.607,0,0.412,ABS,26.6,0
1.867,0.539,0.547,15.0,0,0.919,ABS,43.44,0
1.228,1.448,0.482,7.045,0,0.731,TPU,22.47,0
4.778,2.373,1.301,14.091,1,0.736,PP,48.19,1
0.509,1.81,1.207,4.005,0,0.61,TPU,52.84,1
5.422,1.944,1.232,3.615,1,0.644,PP,56.52,1
0.654,1.112,0.385,2.982,0,0.744,PC,61.65,1
2.947,1.908,0.859,5.018,0,0.476,ABS,6.44,0
1.239,1.666,1.193,3.327,0,0.687,ABS,47.73,1
0.803,0.498,0.955,6.811,0,0.594,TPU,79.33,1
2.521,0.575,0.491,5.77,0,0.659,ABS,49.87,1
1.794,2.052,1.032,3.754,0,0.345,PC,11.53,0
2.156,0.433,1.202,8.974,1,0.818,Nylon,50.91,1
1.18,0.902,1.3,2.391,0,0.46,ABS,68.15,1
0.903,1.303,1.222,6.096,1,0.937,TPU,63.67,1
2.47,2.511,1.464,4.102,0,0.934,ABS,0.0,0
4.931,1.524,0.57,14.824,1,0.538,PP,62.88,1
2.885,1.656,0.734,2.785,0,0.692,ABS,3.19,0
1.581,0.011,1.596,10.265,0,0.696,Nylon,47.51,1
4.233,0.525,1.143,8.339,1,0.789,Nylon,45.03,1
4.58,1.318,1.009,3.521,0,0.555,ABS,31.57,0
0.82,2.152,0.696,6.754,0,0.781,ABS,31.58,0
1.979,0.379,1.143,12.205,0,0.95,PC,44.78,0
0.915,0.512,0.361,1.885,1,0.55,Nylon,87.33,1
0.505,0.007,1.118,3.988,0,0.7,TPU,57.19,1
3.502,1.558,1.158,4.714,0,0.805,TPU,0.71,0
1.241,1.691,0.613,7.394,0,0.553,ABS,49.98,1
6.0,1.922,1.672,9.102,0,0.858,TPU,0.05,0
3.136,2.228,0.814,2.046,0,0.53,TPU,8.05,0
2.353,0.953,1.661,12.348,1,0.781,PC,80.76,1
2.909,0.815,0.828,3.262,1,0.88,PP,52.1,1
2.701,0.473,0.416,6.445,0,0.873,ABS,46.93,1
0.793,1.061,1.364,4.054,0,0.413,ABS,48.46,1
2.126,1.277,1.425,3.346,0,0.705,Nylon,1.62,0
0.559,0.188,1.437,1.791,0,0.371,Nylon,73.21,1
2.908,1.761,1.378,7.989,0,0.631,PP,12.28,0
0.733,0.904,1.72,12.872,1,0.888,Nylon,91.03,1
1.285,2.463,0.244,4.515,1,0.786,PP,84.3,1
1.865,0.006,0.715,1.562,1,0.477,Nylon,64.54,1
1.767,1.554,0.558,3.639,0,0.639,PP,4.61,0
3.994,0.519,0.565,8.372,0,0.907,ABS,24.04,0
0.871,1.959,0.3,9.631,0,0.576,PP,64.03,1
2.575,0.798,0.447,3.727,1,0.756,ABS,65.8,1
3.559,1.217,0.375,1.69,1,0.426,PC,72.57,1
1.594,0.964,0.162,5.288,0,0.705,ABS,42.43,0
0.619,1.307,1.187,12.011,0,0.693,PC,66.83,1
2.022,1.119,0.918,6.603,0,0.91,ABS,0.35,0
0.626,1.081,0.74,2.976,1,0.792,Nylon,74.8,1
2.947,1.68,0.609,4.528,0,0.692,ABS,10.08,0
1.033,1.207,0.203,1.018,0,0.766,ABS,61.81,1
3.353,1.86,0.57,6.04,0,0.676,PP,17.03,0
4.702,0.92,1.292,5.486,0,0.487,PC,51.74,1
2.801,1.435,0.943,7.427,0,0.798,PP,27.04,0
3.149,1.108,0.595,6.241,1,0.814,TPU,28.77,0
4.152,1.127,1.438,8.182,1,0.789,Nylon,52.82,1
1.156,1.839,0.147,4.157,0,0.559,PP,58.83,1
3.104,2.055,1.33,1.539,0,0.739,ABS,5.1,0
0.659,0.579,0.99,1.078,0,0.806,TPU,39.03,0
1.11,2.186,0.669,6.382,0,0.931,PP,36.26,0
0.998,1.832,0.512,6.028,0,0.685,Nylon,48.66,1
2.355,2.235,0.735,3.545,1,0.4,ABS,37.18,0
1.768,1.872,1.182,8.301,0,0.692,PC,13.24,0
1.8,1.166,1.306,3.789,1,0.567,ABS,43.55,0
1.777,0.951,0.396,4.807,1,0.954,Nylon,44.69,0
4.522,0.401,0.227,2.926,1,0.81,ABS,92.26,1
6.0,2.024,0.977,3.049,1,0.878,TPU,31.44,0
3.088,1.576,1.036,10.449,1,0.835,PP,49.15,1
1.81,0.317,1.216,4.051,0,0.62,Nylon,40.16,0
3.634,1.098,1.18,2.616,0,0.612,TPU,8.59,0
0.5,1.026,1.098,4.61,0,0.905,PC,36.66,0
3.259,0.118,0.905,8.594,0,0.628,TPU,36.8,0
2.639,1.721,0.705,5.818,0,0.683,PP,12.99,0
2.021,2.064,0.647,7.201,1,0.681,PC,42.61,0
2.374,0.581,0.861,4.063,1,0.61,Nylon,41.87,0
1.993,0.267,0.366,2.964,0,0.272,Nylon,51.7,1
6.0,1.0,0.707,6.361,0,0.602,PP,59.61,1
0.55,0.095,1.354,2.069,0,0.649,PC,78.04,1
5.985,0.359,0.463,6.143,0,0.9,TPU,40.38,0
1.322,2.215,0.761,3.185,0,0.645,PP,46.61,1
1.182,0.473,0.634,4.822,1,0.591,PC,66.39,1
1.055,1.199,0.766,5.704,0,0.372,PP,74.36,1
1.178,1.037,0.425,9.826,1,0.449,ABS,98.14,1
5.344,2.325,0.533,5.032,1,0.776,PP,52.02,1
3.621,0.611,1.098,2.622,0,0.216,PC,53.96,1
2.942,2.677,0.594,3.459,1,0.552,PP,39.03,0
0.938,0.656,0.994,6.161,0,0.5,ABS,73.55,1
3.832,0.303,1.112,2.728,1,0.562,ABS,64.57,1
3.155,0.931,0.7,7.685,1,0.826,PP,54.05,1
4.688,1.178,1.722,2.928,1,0.727,ABS,48.13,1
1.111,1.867,1.357,2.399,0,0.749,ABS,45.35,1
5.267,0.847,0.899,4.511,1,0.654,PP,90.92,1
3.091,1.648,1.634,6.956,1,0.638,TPU,35.17,0
2.537,1.295,1.111,5.617,0,0.916,Nylon,4.21,0
1.946,1.806,1.236,1.721,0,0.556,PC,14.94,0
3.428,1.361,0.731,4.853,0,0.544,TPU,5.99,0
1.544,1.966,1.282,2.969,1,0.823,PP,35.24,0
4.1,1.024,0.532,11.197,0,0.509,PC,48.94,1
4.044,0.98,0.518,3.649,0,0.603,ABS,71.63,1
2.172,0.013,0.425,2.121,0,0.637,Nylon,53.04,1
1.048,1.64,1.022,3.12,1,0.658,PP,81.86,1
0.969,1.706,0.328,2.039,0,0.617,TPU,66.75,1
3.027,1.082,0.473,5.388,1,0.773,PP,75.54,1
5.465,1.261,0.514,6.157,0,0.718,PP,39.9,0
1.507,1.407,0.83,2.573,1,0.918,ABS,78.37,1
1.131,1.506,1.06,1.687,0,0.912,ABS,39.21,0
1.866,0.631,1.314,4.075,1,0.725,ABS,51.84,1
6.0,1.852,0.985,3.723,0,0.644,PP,20.06,0
0.655,1.345,0.695,4.066,1,0.676,ABS,75.29,1
2.555,1.599,0.909,4.214,0,0.688,PC,9.56,0
0.738,0.0,1.289,4.839,0,0.849,Nylon,69.36,1
0.956,2.203,0.484,2.382,0,0.711,TPU,52.63,1
2.067,1.652,0.838,3.378,0,0.544,PP,8.16,0
1.156,1.023,0.74,12.542,0,0.594,ABS,70.68,1
3.382,0.005,1.058,6.241,1,0.604,TPU,60.21,1
0.79,1.641,1.379,5.314,0,0.536,PP,49.56,1
5.821,2.387,1.193,3.545,0,0.493,PP,27.03,0
3.014,1.678,0.527,4.473,1,0.523,TPU,40.31,0
1.971,0.411,1.145,5.588,1,0.653,PC,57.08,1
5.388,1.403,0.626,1.81,0,0.664,PP,53.51,1
